source,target,score,win,date
14,43,9.375,0,2/22/2023
1,25,53.125,0,2/22/2023
56,111,65.625,0,2/22/2023
14,57,78.125,0,2/27/2023
14,165,78.125,0,2/27/2023
57,165,78.125,0,2/27/2023
115,33,21.875,0,2/27/2023
115,148,21.875,0,2/27/2023
33,148,21.875,0,2/27/2023
76,109,59.375,0,2/27/2023
76,95,59.375,0,2/27/2023
109,95,59.375,0,2/27/2023
143,79,21.875,0,2/27/2023
143,201,21.875,0,2/27/2023
79,201,21.875,0,2/27/2023
135,36,87.5,0,2/27/2023
135,85,87.5,0,2/27/2023
36,85,87.5,0,2/27/2023
133,6,21.875,0,2/27/2023
133,139,21.875,0,2/27/2023
6,139,21.875,0,2/27/2023
65,12,59.375,0,2/27/2023
65,144,59.375,0,2/27/2023
12,144,59.375,0,2/27/2023
13,200,21.875,0,2/27/2023
13,202,21.875,0,2/27/2023
200,202,21.875,0,2/27/2023
58,203,59.375,0,2/27/2023
58,15,59.375,0,2/27/2023
203,15,59.375,0,2/27/2023
31,138,21.875,0,2/27/2023
31,68,21.875,0,2/27/2023
138,68,21.875,0,2/27/2023
30,175,78.125,0,2/27/2023
30,64,78.125,0,2/27/2023
175,64,78.125,0,2/27/2023
39,42,21.875,0,2/27/2023
39,7,21.875,0,2/27/2023
42,7,21.875,0,2/27/2023
20,38,93.75,1,2/27/2023
20,161,93.75,1,2/27/2023
38,161,93.75,1,2/27/2023
180,92,21.875,0,2/27/2023
180,83,21.875,0,2/27/2023
92,83,21.875,0,2/27/2023
8,73,59.375,0,2/27/2023
8,137,59.375,0,2/27/2023
73,137,59.375,0,2/27/2023
56,18,21.875,0,2/27/2023
56,55,21.875,0,2/27/2023
18,55,21.875,0,2/27/2023
144,24,87.5,0,3/21/2023
144,31,87.5,0,3/21/2023
144,115,87.5,0,3/21/2023
24,31,87.5,0,3/21/2023
24,115,87.5,0,3/21/2023
31,115,87.5,0,3/21/2023
76,57,21.875,0,3/21/2023
76,175,21.875,0,3/21/2023
76,33,21.875,0,3/21/2023
57,175,21.875,0,3/21/2023
57,33,21.875,0,3/21/2023
175,33,21.875,0,3/21/2023
118,18,59.375,0,3/21/2023
118,85,59.375,0,3/21/2023
118,7,59.375,0,3/21/2023
18,85,59.375,0,3/21/2023
18,7,59.375,0,3/21/2023
85,7,59.375,0,3/21/2023
40,180,21.875,0,3/21/2023
40,79,21.875,0,3/21/2023
40,201,21.875,0,3/21/2023
180,79,21.875,0,3/21/2023
180,201,21.875,0,3/21/2023
79,201,21.875,0,3/21/2023
25,12,59.375,0,3/21/2023
25,6,59.375,0,3/21/2023
25,177,59.375,0,3/21/2023
12,6,59.375,0,3/21/2023
12,177,59.375,0,3/21/2023
6,177,59.375,0,3/21/2023
30,127,21.875,0,3/21/2023
30,198,21.875,0,3/21/2023
30,135,21.875,0,3/21/2023
127,198,21.875,0,3/21/2023
127,135,21.875,0,3/21/2023
198,135,21.875,0,3/21/2023
28,92,78.125,0,3/21/2023
28,111,78.125,0,3/21/2023
28,116,78.125,0,3/21/2023
92,111,78.125,0,3/21/2023
92,116,78.125,0,3/21/2023
111,116,78.125,0,3/21/2023
38,204,21.875,0,3/21/2023
38,8,21.875,0,3/21/2023
38,95,21.875,0,3/21/2023
204,8,21.875,0,3/21/2023
204,95,21.875,0,3/21/2023
8,95,21.875,0,3/21/2023
65,148,93.75,1,3/21/2023
65,13,93.75,1,3/21/2023
65,179,93.75,1,3/21/2023
148,13,93.75,1,3/21/2023
148,179,93.75,1,3/21/2023
13,179,93.75,1,3/21/2023
20,83,21.875,0,3/21/2023
20,61,21.875,0,3/21/2023
20,55,21.875,0,3/21/2023
83,61,21.875,0,3/21/2023
83,55,21.875,0,3/21/2023
61,55,21.875,0,3/21/2023
136,5,59.375,0,3/21/2023
136,156,59.375,0,3/21/2023
136,99,59.375,0,3/21/2023
5,156,59.375,0,3/21/2023
5,99,59.375,0,3/21/2023
156,99,59.375,0,3/21/2023
139,161,21.875,0,3/21/2023
139,15,21.875,0,3/21/2023
139,117,21.875,0,3/21/2023
161,15,21.875,0,3/21/2023
161,117,21.875,0,3/21/2023
15,117,21.875,0,3/21/2023
9,0,78.125,0,3/21/2023
9,152,78.125,0,3/21/2023
9,138,78.125,0,3/21/2023
0,152,78.125,0,3/21/2023
0,138,78.125,0,3/21/2023
152,138,78.125,0,3/21/2023
70,64,21.875,0,3/21/2023
70,147,21.875,0,3/21/2023
70,14,21.875,0,3/21/2023
64,147,21.875,0,3/21/2023
64,14,21.875,0,3/21/2023
147,14,21.875,0,3/21/2023
153,42,59.375,0,3/21/2023
153,39,59.375,0,3/21/2023
153,133,59.375,0,3/21/2023
42,39,59.375,0,3/21/2023
42,133,59.375,0,3/21/2023
39,133,59.375,0,3/21/2023
91,50,21.875,0,3/21/2023
91,205,21.875,0,3/21/2023
91,1,21.875,0,3/21/2023
50,205,21.875,0,3/21/2023
50,1,21.875,0,3/21/2023
205,1,21.875,0,3/21/2023
83,85,59.375,0,3/31/2023
83,144,59.375,0,3/31/2023
85,144,59.375,0,3/31/2023
40,78,21.875,0,3/31/2023
40,48,21.875,0,3/31/2023
78,48,21.875,0,3/31/2023
24,0,93.75,1,3/31/2023
24,25,93.75,1,3/31/2023
0,25,93.75,1,3/31/2023
64,7,21.875,0,3/31/2023
64,99,21.875,0,3/31/2023
7,99,21.875,0,3/31/2023
203,35,59.375,0,3/31/2023
203,201,59.375,0,3/31/2023
35,201,59.375,0,3/31/2023
206,33,21.875,0,3/31/2023
206,95,21.875,0,3/31/2023
33,95,21.875,0,3/31/2023
31,28,78.125,0,3/31/2023
31,6,78.125,0,3/31/2023
28,6,78.125,0,3/31/2023
13,20,21.875,0,3/31/2023
13,79,21.875,0,3/31/2023
20,79,21.875,0,3/31/2023
58,66,78.125,0,3/31/2023
58,165,78.125,0,3/31/2023
66,165,78.125,0,3/31/2023
18,148,21.875,0,3/31/2023
18,5,21.875,0,3/31/2023
148,5,21.875,0,3/31/2023
147,108,59.375,0,3/31/2023
147,65,59.375,0,3/31/2023
108,65,59.375,0,3/31/2023
4,73,21.875,0,3/31/2023
4,76,21.875,0,3/31/2023
73,76,21.875,0,3/31/2023
38,175,87.5,0,3/31/2023
38,153,87.5,0,3/31/2023
175,153,87.5,0,3/31/2023
180,8,21.875,0,3/31/2023
180,55,21.875,0,3/31/2023
8,55,21.875,0,3/31/2023
111,30,59.375,0,3/31/2023
111,15,59.375,0,3/31/2023
30,15,59.375,0,3/31/2023
136,139,21.875,0,3/31/2023
136,137,21.875,0,3/31/2023
139,137,21.875,0,3/31/2023
