source,target,score,win,date
158,159,59.375,0,11/7/2022
158,116,59.375,0,11/7/2022
159,116,59.375,0,11/7/2022
30,57,78.125,0,11/7/2022
30,148,78.125,0,11/7/2022
30,4,78.125,0,11/7/2022
57,148,78.125,0,11/7/2022
57,4,78.125,0,11/7/2022
148,4,78.125,0,11/7/2022
69,70,21.875,0,11/7/2022
69,160,21.875,0,11/7/2022
69,135,21.875,0,11/7/2022
70,160,21.875,0,11/7/2022
70,135,21.875,0,11/7/2022
160,135,21.875,0,11/7/2022
56,111,59.375,0,11/7/2022
56,43,59.375,0,11/7/2022
111,43,59.375,0,11/7/2022
115,161,21.875,0,11/7/2022
115,117,21.875,0,11/7/2022
115,118,21.875,0,11/7/2022
161,117,21.875,0,11/7/2022
161,118,21.875,0,11/7/2022
117,118,21.875,0,11/7/2022
31,8,87.5,0,11/7/2022
31,55,87.5,0,11/7/2022
31,92,87.5,0,11/7/2022
8,55,87.5,0,11/7/2022
8,92,87.5,0,11/7/2022
55,92,87.5,0,11/7/2022
22,68,21.875,0,11/7/2022
22,23,21.875,0,11/7/2022
22,107,21.875,0,11/7/2022
68,23,21.875,0,11/7/2022
68,107,21.875,0,11/7/2022
23,107,21.875,0,11/7/2022
6,56,78.125,0,11/14/2022
6,108,78.125,0,11/14/2022
56,108,78.125,0,11/14/2022
143,162,21.875,0,11/14/2022
143,144,21.875,0,11/14/2022
162,144,21.875,0,11/14/2022
21,59,21.875,0,11/14/2022
21,66,21.875,0,11/14/2022
59,66,21.875,0,11/14/2022
9,33,59.375,0,11/14/2022
9,74,59.375,0,11/14/2022
33,74,59.375,0,11/14/2022
55,146,87.5,0,11/14/2022
55,4,87.5,0,11/14/2022
146,4,87.5,0,11/14/2022
161,115,21.875,0,11/14/2022
161,125,21.875,0,11/14/2022
115,125,21.875,0,11/14/2022
37,1,59.375,0,11/14/2022
37,42,59.375,0,11/14/2022
1,42,59.375,0,11/14/2022
79,76,21.875,0,11/14/2022
79,48,21.875,0,11/14/2022
76,48,21.875,0,11/14/2022
5,153,93.75,1,11/14/2022
5,38,93.75,1,11/14/2022
153,38,93.75,1,11/14/2022
51,163,21.875,0,11/14/2022
51,111,21.875,0,11/14/2022
163,111,21.875,0,11/14/2022
30,148,21.875,0,11/14/2022
30,57,21.875,0,11/14/2022
148,57,21.875,0,11/14/2022
12,134,59.375,0,11/14/2022
12,14,59.375,0,11/14/2022
134,14,59.375,0,11/14/2022
13,92,21.875,0,11/14/2022
13,31,21.875,0,11/14/2022
92,31,21.875,0,11/14/2022
41,73,59.375,0,11/14/2022
41,45,59.375,0,11/14/2022
73,45,59.375,0,11/14/2022
32,40,78.125,0,11/14/2022
32,20,78.125,0,11/14/2022
40,20,78.125,0,11/14/2022
18,15,21.875,0,11/14/2022
18,122,21.875,0,11/14/2022
15,122,21.875,0,11/14/2022
31,40,59.375,0,11/21/2022
31,133,59.375,0,11/21/2022
40,133,59.375,0,11/21/2022
108,15,21.875,0,11/21/2022
108,61,21.875,0,11/21/2022
15,61,21.875,0,11/21/2022
48,18,21.875,0,11/21/2022
48,144,21.875,0,11/21/2022
18,144,21.875,0,11/21/2022
5,104,78.125,0,11/21/2022
5,68,78.125,0,11/21/2022
104,68,78.125,0,11/21/2022
37,164,59.375,0,11/21/2022
37,135,59.375,0,11/21/2022
164,135,59.375,0,11/21/2022
38,22,21.875,0,11/21/2022
38,1,21.875,0,11/21/2022
22,1,21.875,0,11/21/2022
8,9,93.75,1,11/21/2022
8,116,93.75,1,11/21/2022
9,116,93.75,1,11/21/2022
21,79,21.875,0,11/21/2022
21,136,21.875,0,11/21/2022
79,136,21.875,0,11/21/2022
42,155,59.375,0,11/21/2022
42,143,59.375,0,11/21/2022
155,143,59.375,0,11/21/2022
58,109,21.875,0,11/21/2022
58,45,21.875,0,11/21/2022
109,45,21.875,0,11/21/2022
6,153,78.125,0,11/21/2022
6,99,78.125,0,11/21/2022
153,99,78.125,0,11/21/2022
148,64,21.875,0,11/21/2022
148,13,21.875,0,11/21/2022
64,13,21.875,0,11/21/2022
4,161,59.375,0,11/21/2022
4,165,59.375,0,11/21/2022
161,165,59.375,0,11/21/2022
74,12,21.875,0,11/21/2022
74,115,21.875,0,11/21/2022
12,115,21.875,0,11/21/2022
65,30,87.5,0,11/21/2022
65,92,87.5,0,11/21/2022
30,92,87.5,0,11/21/2022
55,43,21.875,0,11/21/2022
55,90,21.875,0,11/21/2022
43,90,21.875,0,11/21/2022
55,92,78.125,0,11/28/2022
55,31,78.125,0,11/28/2022
92,31,78.125,0,11/28/2022
22,144,21.875,0,11/28/2022
22,107,21.875,0,11/28/2022
144,107,21.875,0,11/28/2022
13,12,21.875,0,11/28/2022
13,21,21.875,0,11/28/2022
12,21,21.875,0,11/28/2022
166,85,59.375,0,11/28/2022
166,83,59.375,0,11/28/2022
85,83,59.375,0,11/28/2022
4,6,21.875,0,11/28/2022
4,148,21.875,0,11/28/2022
6,148,21.875,0,11/28/2022
147,111,59.375,0,11/28/2022
147,63,59.375,0,11/28/2022
111,63,59.375,0,11/28/2022
40,20,93.75,1,11/28/2022
40,78,93.75,1,11/28/2022
20,78,93.75,1,11/28/2022
165,167,21.875,0,11/28/2022
165,58,21.875,0,11/28/2022
167,58,21.875,0,11/28/2022
65,108,87.5,0,11/28/2022
65,8,87.5,0,11/28/2022
108,8,87.5,0,11/28/2022
73,45,21.875,0,11/28/2022
73,41,21.875,0,11/28/2022
45,41,21.875,0,11/28/2022
5,15,59.375,0,11/28/2022
5,153,59.375,0,11/28/2022
15,153,59.375,0,11/28/2022
99,23,21.875,0,11/28/2022
99,68,21.875,0,11/28/2022
23,68,21.875,0,11/28/2022
42,36,78.125,0,11/28/2022
42,38,78.125,0,11/28/2022
36,38,78.125,0,11/28/2022
56,168,21.875,0,11/28/2022
56,169,21.875,0,11/28/2022
168,169,21.875,0,11/28/2022
74,9,21.875,0,11/28/2022
74,33,21.875,0,11/28/2022
9,33,21.875,0,11/28/2022
115,161,59.375,0,11/28/2022
115,117,59.375,0,11/28/2022
161,117,59.375,0,11/28/2022
8,55,21.875,0,12/5/2022
73,41,59.375,0,12/5/2022
59,21,21.875,0,12/5/2022
99,70,87.5,0,12/5/2022
65,147,78.125,0,12/5/2022
115,161,21.875,0,12/5/2022
13,9,59.375,0,12/5/2022
111,33,21.875,0,12/5/2022
92,31,93.75,1,12/5/2022
12,170,21.875,0,12/5/2022
108,63,21.875,0,12/5/2022
4,165,59.375,0,12/5/2022
20,171,59.375,0,12/5/2022
15,153,21.875,0,12/5/2022
38,5,78.125,0,12/5/2022
68,23,21.875,0,12/5/2022
18,153,62.5,0,12/12/2022
18,5,62.5,0,12/12/2022
18,148,62.5,0,12/12/2022
153,5,62.5,0,12/12/2022
153,148,62.5,0,12/12/2022
5,148,62.5,0,12/12/2022
1,9,75.0,0,12/12/2022
1,42,75.0,0,12/12/2022
1,71,75.0,0,12/12/2022
9,42,75.0,0,12/12/2022
9,71,75.0,0,12/12/2022
42,71,75.0,0,12/12/2022
6,146,31.25,0,12/12/2022
6,38,31.25,0,12/12/2022
6,56,31.25,0,12/12/2022
146,38,31.25,0,12/12/2022
146,56,31.25,0,12/12/2022
38,56,31.25,0,12/12/2022
144,73,6.25,0,12/12/2022
144,76,6.25,0,12/12/2022
144,143,6.25,0,12/12/2022
73,76,6.25,0,12/12/2022
73,143,6.25,0,12/12/2022
76,143,6.25,0,12/12/2022
13,12,6.25,0,12/12/2022
13,40,6.25,0,12/12/2022
13,78,6.25,0,12/12/2022
12,40,6.25,0,12/12/2022
12,78,6.25,0,12/12/2022
40,78,6.25,0,12/12/2022
48,172,31.25,0,12/12/2022
48,20,31.25,0,12/12/2022
48,21,31.25,0,12/12/2022
172,20,31.25,0,12/12/2022
172,21,31.25,0,12/12/2022
20,21,31.25,0,12/12/2022
92,55,87.5,1,12/12/2022
92,8,87.5,1,12/12/2022
92,31,87.5,1,12/12/2022
55,8,87.5,1,12/12/2022
55,31,87.5,1,12/12/2022
8,31,87.5,1,12/12/2022
173,174,50.0,0,12/12/2022
173,159,50.0,0,12/12/2022
173,135,50.0,0,12/12/2022
174,159,50.0,0,12/12/2022
174,135,50.0,0,12/12/2022
159,135,50.0,0,12/12/2022
92,31,87.5,1,12/19/2022
92,8,87.5,1,12/19/2022
31,8,87.5,1,12/19/2022
21,30,6.25,0,12/19/2022
21,56,6.25,0,12/19/2022
30,56,6.25,0,12/19/2022
13,12,62.5,0,12/19/2022
13,65,62.5,0,12/19/2022
12,65,62.5,0,12/19/2022
33,1,31.25,0,12/19/2022
33,9,31.25,0,12/19/2022
1,9,31.25,0,12/19/2022
40,20,50.0,0,12/19/2022
40,73,50.0,0,12/19/2022
20,73,50.0,0,12/19/2022
58,15,75.0,0,12/19/2022
58,18,75.0,0,12/19/2022
15,18,75.0,0,12/19/2022
38,5,6.25,0,12/19/2022
38,6,6.25,0,12/19/2022
5,6,6.25,0,12/19/2022
4,71,31.25,0,12/19/2022
4,43,31.25,0,12/19/2022
71,43,31.25,0,12/19/2022
108,18,31.25,0,12/27/2022
108,136,31.25,0,12/27/2022
18,136,31.25,0,12/27/2022
5,12,31.25,0,12/27/2022
5,115,31.25,0,12/27/2022
12,115,31.25,0,12/27/2022
36,111,75.0,0,12/27/2022
36,31,75.0,0,12/27/2022
111,31,75.0,0,12/27/2022
35,13,6.25,0,12/27/2022
35,135,6.25,0,12/27/2022
13,135,6.25,0,12/27/2022
8,30,62.5,0,12/27/2022
8,138,62.5,0,12/27/2022
30,138,62.5,0,12/27/2022
42,4,6.25,0,12/27/2022
42,139,6.25,0,12/27/2022
4,139,6.25,0,12/27/2022
15,43,50.0,0,12/27/2022
15,137,50.0,0,12/27/2022
43,137,50.0,0,12/27/2022
55,9,87.5,1,12/27/2022
55,68,87.5,1,12/27/2022
9,68,87.5,1,12/27/2022
29,67,6.25,0,1/2/2023
29,99,6.25,0,1/2/2023
29,0,6.25,0,1/2/2023
67,99,6.25,0,1/2/2023
67,0,6.25,0,1/2/2023
99,0,6.25,0,1/2/2023
1,4,31.25,0,1/2/2023
1,68,31.25,0,1/2/2023
1,13,31.25,0,1/2/2023
4,68,31.25,0,1/2/2023
4,13,31.25,0,1/2/2023
68,13,31.25,0,1/2/2023
20,175,50.0,0,1/2/2023
20,30,50.0,0,1/2/2023
20,40,50.0,0,1/2/2023
175,30,50.0,0,1/2/2023
175,40,50.0,0,1/2/2023
30,40,50.0,0,1/2/2023
76,55,31.25,0,1/2/2023
76,79,31.25,0,1/2/2023
76,43,31.25,0,1/2/2023
55,79,31.25,0,1/2/2023
55,43,31.25,0,1/2/2023
79,43,31.25,0,1/2/2023
92,31,75.0,0,1/2/2023
92,36,75.0,0,1/2/2023
92,135,75.0,0,1/2/2023
31,36,75.0,0,1/2/2023
31,135,75.0,0,1/2/2023
36,135,75.0,0,1/2/2023
38,165,87.5,1,1/2/2023
38,18,87.5,1,1/2/2023
38,148,87.5,1,1/2/2023
165,18,87.5,1,1/2/2023
165,148,87.5,1,1/2/2023
18,148,87.5,1,1/2/2023
9,11,6.25,0,1/2/2023
9,115,6.25,0,1/2/2023
9,12,6.25,0,1/2/2023
11,115,6.25,0,1/2/2023
11,12,6.25,0,1/2/2023
115,12,6.25,0,1/2/2023
176,5,62.5,0,1/2/2023
176,15,62.5,0,1/2/2023
176,56,62.5,0,1/2/2023
5,15,62.5,0,1/2/2023
5,56,62.5,0,1/2/2023
15,56,62.5,0,1/2/2023
6,56,59.375,0,1/10/2023
6,0,59.375,0,1/10/2023
56,0,59.375,0,1/10/2023
177,178,21.875,0,1/10/2023
177,179,21.875,0,1/10/2023
178,179,21.875,0,1/10/2023
67,30,21.875,0,1/10/2023
67,33,21.875,0,1/10/2023
30,33,21.875,0,1/10/2023
7,38,87.5,0,1/10/2023
7,148,87.5,0,1/10/2023
38,148,87.5,0,1/10/2023
31,92,78.125,0,1/10/2023
31,180,78.125,0,1/10/2023
92,180,78.125,0,1/10/2023
135,174,21.875,0,1/10/2023
135,70,21.875,0,1/10/2023
174,70,21.875,0,1/10/2023
40,73,59.375,0,1/10/2023
40,66,59.375,0,1/10/2023
73,66,59.375,0,1/10/2023
22,107,21.875,0,1/10/2023
22,23,21.875,0,1/10/2023
107,23,21.875,0,1/10/2023
13,9,59.375,0,1/10/2023
13,42,59.375,0,1/10/2023
9,42,59.375,0,1/10/2023
176,3,21.875,0,1/10/2023
176,181,21.875,0,1/10/2023
3,181,21.875,0,1/10/2023
55,8,93.75,1,1/10/2023
55,12,93.75,1,1/10/2023
8,12,93.75,1,1/10/2023
61,125,21.875,0,1/10/2023
61,118,21.875,0,1/10/2023
125,118,21.875,0,1/10/2023
18,5,78.125,0,1/10/2023
18,153,78.125,0,1/10/2023
5,153,78.125,0,1/10/2023
139,152,21.875,0,1/10/2023
139,136,21.875,0,1/10/2023
152,136,21.875,0,1/10/2023
111,147,59.375,0,1/10/2023
111,57,59.375,0,1/10/2023
147,57,59.375,0,1/10/2023
115,161,21.875,0,1/10/2023
115,117,21.875,0,1/10/2023
161,117,21.875,0,1/10/2023
31,92,91.66666666666667,1,1/16/2023
31,39,91.66666666666667,1,1/16/2023
31,36,91.66666666666667,1,1/16/2023
92,39,91.66666666666667,1,1/16/2023
92,36,91.66666666666667,1,1/16/2023
39,36,91.66666666666667,1,1/16/2023
65,147,29.166666666666657,0,1/16/2023
65,64,29.166666666666657,0,1/16/2023
65,63,29.166666666666657,0,1/16/2023
147,64,29.166666666666657,0,1/16/2023
147,63,29.166666666666657,0,1/16/2023
64,63,29.166666666666657,0,1/16/2023
46,12,29.166666666666657,0,1/16/2023
46,42,29.166666666666657,0,1/16/2023
46,143,29.166666666666657,0,1/16/2023
12,42,29.166666666666657,0,1/16/2023
12,143,29.166666666666657,0,1/16/2023
42,143,29.166666666666657,0,1/16/2023
20,38,29.166666666666657,0,1/16/2023
20,40,29.166666666666657,0,1/16/2023
20,148,29.166666666666657,0,1/16/2023
38,40,29.166666666666657,0,1/16/2023
38,148,29.166666666666657,0,1/16/2023
40,148,29.166666666666657,0,1/16/2023
87,1,83.33333333333334,0,1/16/2023
87,25,83.33333333333334,0,1/16/2023
87,182,83.33333333333334,0,1/16/2023
1,25,83.33333333333334,0,1/16/2023
1,182,83.33333333333334,0,1/16/2023
25,182,83.33333333333334,0,1/16/2023
161,115,29.166666666666657,0,1/16/2023
161,118,29.166666666666657,0,1/16/2023
161,117,29.166666666666657,0,1/16/2023
115,118,29.166666666666657,0,1/16/2023
115,117,29.166666666666657,0,1/16/2023
118,117,29.166666666666657,0,1/16/2023
55,21,70.83333333333333,0,1/16/2023
55,57,70.83333333333333,0,1/16/2023
55,8,70.83333333333333,0,1/16/2023
21,57,70.83333333333333,0,1/16/2023
21,8,70.83333333333333,0,1/16/2023
57,8,70.83333333333333,0,1/16/2023
56,9,29.166666666666657,0,1/16/2023
56,18,29.166666666666657,0,1/16/2023
56,4,29.166666666666657,0,1/16/2023
9,18,29.166666666666657,0,1/16/2023
9,4,29.166666666666657,0,1/16/2023
18,4,29.166666666666657,0,1/16/2023
33,79,29.166666666666657,0,1/16/2023
33,145,29.166666666666657,0,1/16/2023
33,78,29.166666666666657,0,1/16/2023
79,145,29.166666666666657,0,1/16/2023
79,78,29.166666666666657,0,1/16/2023
145,78,29.166666666666657,0,1/16/2023
13,183,29.166666666666657,0,1/16/2023
13,6,29.166666666666657,0,1/16/2023
13,48,29.166666666666657,0,1/16/2023
183,6,29.166666666666657,0,1/16/2023
183,48,29.166666666666657,0,1/16/2023
6,48,29.166666666666657,0,1/16/2023
30,165,70.83333333333333,0,1/16/2023
30,108,70.83333333333333,0,1/16/2023
30,111,70.83333333333333,0,1/16/2023
165,108,70.83333333333333,0,1/16/2023
165,111,70.83333333333333,0,1/16/2023
108,111,70.83333333333333,0,1/16/2023
15,153,29.166666666666657,0,1/16/2023
15,5,29.166666666666657,0,1/16/2023
15,104,29.166666666666657,0,1/16/2023
153,5,29.166666666666657,0,1/16/2023
153,104,29.166666666666657,0,1/16/2023
5,104,29.166666666666657,0,1/16/2023
6,57,21.875,0,1/23/2023
6,108,21.875,0,1/23/2023
57,108,21.875,0,1/23/2023
18,15,87.5,0,1/23/2023
18,119,87.5,0,1/23/2023
15,119,87.5,0,1/23/2023
43,31,59.375,0,1/23/2023
43,12,59.375,0,1/23/2023
31,12,59.375,0,1/23/2023
89,30,21.875,0,1/23/2023
89,111,21.875,0,1/23/2023
30,111,21.875,0,1/23/2023
38,55,78.125,0,1/23/2023
38,8,78.125,0,1/23/2023
55,8,78.125,0,1/23/2023
99,68,21.875,0,1/23/2023
99,23,21.875,0,1/23/2023
68,23,21.875,0,1/23/2023
40,42,59.375,0,1/23/2023
40,78,59.375,0,1/23/2023
42,78,59.375,0,1/23/2023
184,185,21.875,0,1/23/2023
184,46,21.875,0,1/23/2023
185,46,21.875,0,1/23/2023
36,39,59.375,0,1/23/2023
36,92,59.375,0,1/23/2023
39,92,59.375,0,1/23/2023
136,139,21.875,0,1/23/2023
136,138,21.875,0,1/23/2023
139,138,21.875,0,1/23/2023
5,153,78.125,0,1/23/2023
5,148,78.125,0,1/23/2023
153,148,78.125,0,1/23/2023
67,7,21.875,0,1/23/2023
67,64,21.875,0,1/23/2023
7,64,21.875,0,1/23/2023
13,56,93.75,1,1/23/2023
13,0,93.75,1,1/23/2023
56,0,93.75,1,1/23/2023
115,186,21.875,0,1/23/2023
115,116,21.875,0,1/23/2023
186,116,21.875,0,1/23/2023
32,59,21.875,0,1/23/2023
32,21,21.875,0,1/23/2023
59,21,21.875,0,1/23/2023
95,9,59.375,0,1/23/2023
95,33,59.375,0,1/23/2023
9,33,59.375,0,1/23/2023
65,147,34.375,0,2/1/2023
65,63,34.375,0,2/1/2023
65,64,34.375,0,2/1/2023
147,63,34.375,0,2/1/2023
147,64,34.375,0,2/1/2023
63,64,34.375,0,2/1/2023
152,138,53.125,0,2/1/2023
152,136,53.125,0,2/1/2023
152,139,53.125,0,2/1/2023
138,136,53.125,0,2/1/2023
138,139,53.125,0,2/1/2023
136,139,53.125,0,2/1/2023
38,20,81.25,0,2/1/2023
38,92,81.25,0,2/1/2023
38,148,81.25,0,2/1/2023
20,92,81.25,0,2/1/2023
20,148,81.25,0,2/1/2023
92,148,81.25,0,2/1/2023
180,7,9.375,0,2/1/2023
180,187,9.375,0,2/1/2023
180,188,9.375,0,2/1/2023
7,187,9.375,0,2/1/2023
7,188,9.375,0,2/1/2023
187,188,9.375,0,2/1/2023
15,184,65.625,0,2/1/2023
15,175,65.625,0,2/1/2023
15,18,65.625,0,2/1/2023
184,175,65.625,0,2/1/2023
184,18,65.625,0,2/1/2023
175,18,65.625,0,2/1/2023
76,171,34.375,0,2/1/2023
76,48,34.375,0,2/1/2023
76,79,34.375,0,2/1/2023
171,48,34.375,0,2/1/2023
171,79,34.375,0,2/1/2023
48,79,34.375,0,2/1/2023
8,21,87.5,0,2/1/2023
8,57,87.5,0,2/1/2023
8,55,87.5,0,2/1/2023
21,57,87.5,0,2/1/2023
21,55,87.5,0,2/1/2023
57,55,87.5,0,2/1/2023
91,33,34.375,0,2/1/2023
91,189,34.375,0,2/1/2023
91,69,34.375,0,2/1/2023
33,189,34.375,0,2/1/2023
33,69,34.375,0,2/1/2023
189,69,34.375,0,2/1/2023
13,12,53.125,0,2/1/2023
13,42,53.125,0,2/1/2023
13,108,53.125,0,2/1/2023
12,42,53.125,0,2/1/2023
12,108,53.125,0,2/1/2023
42,108,53.125,0,2/1/2023
45,172,9.375,0,2/1/2023
45,41,9.375,0,2/1/2023
45,66,9.375,0,2/1/2023
172,41,9.375,0,2/1/2023
172,66,9.375,0,2/1/2023
41,66,9.375,0,2/1/2023
28,31,93.75,1,2/1/2023
28,36,93.75,1,2/1/2023
28,39,93.75,1,2/1/2023
31,36,93.75,1,2/1/2023
31,39,93.75,1,2/1/2023
36,39,93.75,1,2/1/2023
90,115,9.375,0,2/1/2023
90,186,9.375,0,2/1/2023
90,190,9.375,0,2/1/2023
115,186,9.375,0,2/1/2023
115,190,9.375,0,2/1/2023
186,190,9.375,0,2/1/2023
58,40,75.0,0,2/1/2023
58,78,75.0,0,2/1/2023
58,56,75.0,0,2/1/2023
40,78,75.0,0,2/1/2023
40,56,75.0,0,2/1/2023
78,56,75.0,0,2/1/2023
89,30,34.375,0,2/1/2023
89,67,34.375,0,2/1/2023
89,111,34.375,0,2/1/2023
30,67,34.375,0,2/1/2023
30,111,34.375,0,2/1/2023
67,111,34.375,0,2/1/2023
153,5,65.625,0,2/1/2023
153,6,65.625,0,2/1/2023
153,2,65.625,0,2/1/2023
5,6,65.625,0,2/1/2023
5,2,65.625,0,2/1/2023
6,2,65.625,0,2/1/2023
144,145,9.375,0,2/1/2023
144,23,9.375,0,2/1/2023
144,143,9.375,0,2/1/2023
145,23,9.375,0,2/1/2023
145,143,9.375,0,2/1/2023
23,143,9.375,0,2/1/2023
92,39,23.4375,0,2/6/2023
95,33,60.9375,0,2/6/2023
95,92,60.9375,0,2/6/2023
33,92,60.9375,0,2/6/2023
46,12,79.6875,0,2/6/2023
46,104,79.6875,0,2/6/2023
46,92,79.6875,0,2/6/2023
12,104,79.6875,0,2/6/2023
12,92,79.6875,0,2/6/2023
104,92,79.6875,0,2/6/2023
133,104,23.4375,0,2/6/2023
13,14,60.9375,0,2/6/2023
13,64,60.9375,0,2/6/2023
14,64,60.9375,0,2/6/2023
64,176,23.4375,0,2/6/2023
2,31,89.0625,0,2/6/2023
2,139,89.0625,0,2/6/2023
2,13,89.0625,0,2/6/2023
31,139,89.0625,0,2/6/2023
31,13,89.0625,0,2/6/2023
139,13,89.0625,0,2/6/2023
136,139,23.4375,0,2/6/2023
5,191,79.6875,0,2/6/2023
5,161,79.6875,0,2/6/2023
5,7,79.6875,0,2/6/2023
191,161,79.6875,0,2/6/2023
191,7,79.6875,0,2/6/2023
161,7,79.6875,0,2/6/2023
161,192,23.4375,0,2/6/2023
20,7,60.9375,0,2/6/2023
20,42,60.9375,0,2/6/2023
7,42,60.9375,0,2/6/2023
9,42,23.4375,0,2/6/2023
65,193,60.9375,0,2/6/2023
65,18,60.9375,0,2/6/2023
193,18,60.9375,0,2/6/2023
18,70,23.4375,0,2/6/2023
0,21,96.875,1,2/6/2023
0,69,96.875,1,2/6/2023
0,65,96.875,1,2/6/2023
21,69,96.875,1,2/6/2023
21,65,96.875,1,2/6/2023
69,65,96.875,1,2/6/2023
194,69,23.4375,0,2/6/2023
45,40,23.4375,0,2/6/2023
68,23,79.6875,0,2/6/2023
68,40,79.6875,0,2/6/2023
68,57,79.6875,0,2/6/2023
23,40,79.6875,0,2/6/2023
23,57,79.6875,0,2/6/2023
40,57,79.6875,0,2/6/2023
58,57,60.9375,0,2/6/2023
58,155,60.9375,0,2/6/2023
57,155,60.9375,0,2/6/2023
127,155,23.4375,0,2/6/2023
1,182,89.0625,0,2/6/2023
1,73,89.0625,0,2/6/2023
1,15,89.0625,0,2/6/2023
182,73,89.0625,0,2/6/2023
182,15,89.0625,0,2/6/2023
73,15,89.0625,0,2/6/2023
73,41,23.4375,0,2/6/2023
15,195,23.4375,0,2/6/2023
76,79,60.9375,0,2/6/2023
76,15,60.9375,0,2/6/2023
79,15,60.9375,0,2/6/2023
6,148,23.4375,0,2/6/2023
135,156,93.75,0,2/6/2023
135,148,93.75,0,2/6/2023
135,30,93.75,0,2/6/2023
156,148,93.75,0,2/6/2023
156,30,93.75,0,2/6/2023
148,30,93.75,0,2/6/2023
4,30,60.9375,0,2/6/2023
4,196,60.9375,0,2/6/2023
30,196,60.9375,0,2/6/2023
85,197,23.4375,0,2/6/2023
8,55,60.9375,0,2/6/2023
8,143,60.9375,0,2/6/2023
55,143,60.9375,0,2/6/2023
144,143,23.4375,0,2/6/2023
175,153,79.6875,0,2/6/2023
175,115,79.6875,0,2/6/2023
175,55,79.6875,0,2/6/2023
153,115,79.6875,0,2/6/2023
153,55,79.6875,0,2/6/2023
115,55,79.6875,0,2/6/2023
115,117,23.4375,0,2/6/2023
147,92,59.375,0,2/16/2023
147,108,59.375,0,2/16/2023
147,31,59.375,0,2/16/2023
92,108,59.375,0,2/16/2023
92,31,59.375,0,2/16/2023
108,31,59.375,0,2/16/2023
115,161,21.875,0,2/16/2023
115,117,21.875,0,2/16/2023
115,186,21.875,0,2/16/2023
161,117,21.875,0,2/16/2023
161,186,21.875,0,2/16/2023
117,186,21.875,0,2/16/2023
30,4,21.875,0,2/16/2023
30,33,21.875,0,2/16/2023
30,89,21.875,0,2/16/2023
4,33,21.875,0,2/16/2023
4,89,21.875,0,2/16/2023
33,89,21.875,0,2/16/2023
45,129,87.5,0,2/16/2023
45,40,87.5,0,2/16/2023
45,78,87.5,0,2/16/2023
129,40,87.5,0,2/16/2023
129,78,87.5,0,2/16/2023
40,78,87.5,0,2/16/2023
20,38,78.125,0,2/16/2023
20,65,78.125,0,2/16/2023
20,21,78.125,0,2/16/2023
38,65,78.125,0,2/16/2023
38,21,78.125,0,2/16/2023
65,21,78.125,0,2/16/2023
127,19,21.875,0,2/16/2023
127,198,21.875,0,2/16/2023
127,199,21.875,0,2/16/2023
19,198,21.875,0,2/16/2023
19,199,21.875,0,2/16/2023
198,199,21.875,0,2/16/2023
13,39,59.375,0,2/16/2023
13,58,59.375,0,2/16/2023
13,165,59.375,0,2/16/2023
39,58,59.375,0,2/16/2023
39,165,59.375,0,2/16/2023
58,165,59.375,0,2/16/2023
111,70,21.875,0,2/16/2023
111,51,21.875,0,2/16/2023
111,163,21.875,0,2/16/2023
70,51,21.875,0,2/16/2023
70,163,21.875,0,2/16/2023
51,163,21.875,0,2/16/2023
2,148,59.375,0,2/16/2023
2,5,59.375,0,2/16/2023
2,18,59.375,0,2/16/2023
148,5,59.375,0,2/16/2023
148,18,59.375,0,2/16/2023
5,18,59.375,0,2/16/2023
79,76,21.875,0,2/16/2023
79,144,21.875,0,2/16/2023
79,143,21.875,0,2/16/2023
76,144,21.875,0,2/16/2023
76,143,21.875,0,2/16/2023
144,143,21.875,0,2/16/2023
180,8,93.75,1,2/16/2023
180,55,93.75,1,2/16/2023
180,12,93.75,1,2/16/2023
8,55,93.75,1,2/16/2023
8,12,93.75,1,2/16/2023
55,12,93.75,1,2/16/2023
152,138,21.875,0,2/16/2023
152,136,21.875,0,2/16/2023
152,139,21.875,0,2/16/2023
138,136,21.875,0,2/16/2023
138,139,21.875,0,2/16/2023
136,139,21.875,0,2/16/2023
15,175,59.375,0,2/16/2023
15,43,59.375,0,2/16/2023
15,153,59.375,0,2/16/2023
175,43,59.375,0,2/16/2023
175,153,59.375,0,2/16/2023
43,153,59.375,0,2/16/2023
184,66,21.875,0,2/16/2023
184,14,21.875,0,2/16/2023
184,156,21.875,0,2/16/2023
66,14,21.875,0,2/16/2023
66,156,21.875,0,2/16/2023
14,156,21.875,0,2/16/2023
0,9,21.875,0,2/16/2023
0,56,21.875,0,2/16/2023
0,6,21.875,0,2/16/2023
9,56,21.875,0,2/16/2023
9,6,21.875,0,2/16/2023
56,6,21.875,0,2/16/2023
85,133,78.125,0,2/16/2023
85,86,78.125,0,2/16/2023
85,7,78.125,0,2/16/2023
133,86,78.125,0,2/16/2023
133,7,78.125,0,2/16/2023
86,7,78.125,0,2/16/2023
78,41,9.375,0,2/22/2023
74,37,34.375,0,2/22/2023
8,55,93.75,1,2/22/2023
76,79,34.375,0,2/22/2023
65,38,65.625,0,2/22/2023
30,175,75.0,0,2/22/2023
13,28,34.375,0,2/22/2023
9,200,9.375,0,2/22/2023
40,45,9.375,0,2/22/2023
125,137,34.375,0,2/22/2023
0,24,81.25,0,2/22/2023
18,15,53.125,0,2/22/2023
92,31,87.5,0,2/22/2023
